division,index,icclub_home,icclub_visit,idnumber_home,idnumber_visit,result,overruled
5,K,548,228,26922,21680,0-1,NOR
5,K,548,228,26775,76325,1-0,NOR
5,K,548,228,17730,17422,½-½,NOR
5,K,548,228,24669,76317,0-1,NOR
5,K,902,514,65765,23972,1-0,NOR
5,K,902,514,13979,27540,1-0,NOR
5,K,902,514,81728,22016,½-½,NOR
5,K,902,514,16647,29372,1-0,NOR
5,K,548,901,60747,93661,1-0,NOR
5,K,548,901,94935,28298,1-0,NOR
5,K,548,901,23805,28299,1-0,NOR
5,K,548,901,83119,28641,1-0,NOR
5,K,961,521,17688,77348,1-0,NOR
5,K,961,521,19635,21535,1-0,NOR
5,K,961,521,25177,25686,1-0,NOR
5,K,961,521,22964,21529,0-1,NOR
5,K,549,953,98232,25904,½-½,NOR
5,K,549,953,74756,24499,½-½,NOR
5,K,549,953,23611,97702,½-½,NOR
5,K,549,953,23270,98517,1-0,NOR
5,L,501,520,63371,28350,0-1,NOR
5,L,501,520,62278,59048,0-1,NOR
5,L,501,520,73229,28660,0-1,NOR
5,L,501,520,70033,17115,0-1,NOR
5,L,902,514,77828,61301,½-½,NOR
5,L,902,514,26351,61948,0-1,NOR
5,L,902,514,26910,24831,0-1,NOR
5,L,902,514,28836,13053,0-1,NOR
5,L,548,901,65871,72443,1-0,NOR
5,L,548,901,24673,24251,0-1,NOR
5,L,548,901,27702,28310,0-1,NOR
5,L,548,901,27694,21360,1-0,NOR
5,L,541,525,29348,22776,1-0,NOR
5,L,541,525,84735,97627,1-0,NOR
5,L,541,525,16858,27281,1-0,NOR
5,L,541,525,12935,27222,1-0,NOR
5,L,551,518,25111,63771,1-0,NOR
5,L,551,518,68292,67971,0-1,NOR
5,L,551,518,20519,60105,1-0,NOR
5,L,551,518,83127,26439,1-0,NOR
5,L,549,953,98654,97301,0-1,NOR
5,L,549,953,27067,84930,0-1,NOR
5,L,549,953,23730,22809,0-1,NOR
5,L,549,953,23624,62570,0-1,NOR
5,M,465,436,26654,16208,0-1,NOR
5,M,465,436,12289,17122,½-½,NOR
5,M,465,436,23871,20180,1-0,NOR
5,M,465,436,22071,23853,1-0,NOR
5,M,207,472,26782,25170,0-1,NOR
5,M,207,472,26787,29338,0-1,NOR
5,M,207,472,24696,25476,½-½,NOR
5,M,207,472,27214,29048,0-1,NOR
5,M,432,404,24714,11876,½-½,NOR
5,M,432,404,25547,12160,0-1,NOR
5,M,432,404,11922,10306,½-½,NOR
5,M,432,404,25549,12839,½-½,NOR
5,M,128,401,10208,26271,1-0,NOR
5,M,128,401,24867,45900,0-1,NOR
5,M,128,401,27019,17890,0-1,NOR
5,M,128,401,24885,19865,1-0,NOR
5,M,462,401,23307,3794,1-0,NOR
5,M,462,401,96704,35891,0-1,NOR
5,M,462,401,19627,16100,½-½,NOR
5,M,462,401,38016,36111,1-0,NOR
5,M,402,471,11030,26711,1-0,NOR
5,M,402,471,22942,19553,½-½,NOR
5,M,402,471,27338,19860,1-0,NOR
5,M,402,471,27346,27336,1-0,NOR
5,N,417,228,38156,12750,0-1,NOR
5,N,417,228,17254,17614,0-1,NOR
5,N,417,228,45128,21572,0-1,NOR
5,N,417,228,29250,21306,1-0,NOR
5,N,207,278,23956,29109,1-0,NOR
5,N,207,278,23719,26820,0-1,NOR
5,N,207,278,26788,23297,1-0,NOR
5,N,207,278,26793,29199,0-1,NOR
5,N,226,239,19619,60620,1-0,NOR
5,N,226,239,58017,54232,0-1,NOR
5,N,226,239,19684,14019,1-0,NOR
5,N,226,239,29463,12898,0-1,NOR
5,N,261,209,14419,24301,0-1,NOR
5,N,261,209,36005,60468,½-½,NOR
5,N,261,209,20243,26774,0-1,NOR
5,N,261,209,28180,67164,0-1,NOR
5,N,961,231,70599,26940,½-½,NOR
5,N,961,231,21559,23765,1-0,NOR
5,N,961,231,17129,27915,1-0,NOR
5,N,961,231,28089,28954,1-0,NOR
5,N,201,230,85031,48691,1-0,NOR
5,N,201,230,68209,58645,1-0,NOR
5,N,201,230,25662,15584,1-0,NOR
5,N,201,230,28415,29260,0-1,NOR
5,O,621,618,91201,85863,0-1 FF,NOR
5,O,621,618,82384,25646,1-0,NOR
5,O,621,618,70521,24812,1-0,NOR
5,O,621,618,94501,25916,1-0,NOR
5,O,952,278,19813,27531,0-1,NOR
5,O,952,278,25302,60220,1-0,NOR
5,O,952,278,16415,14602,1-0,NOR
5,O,952,278,22933,15602,0-1,NOR
5,O,962,239,92894,97101,1-0,NOR
5,O,962,239,29301,87823,½-½,NOR
5,O,962,239,26039,27612,1-0,NOR
5,O,962,239,60542,68764,0-1,NOR
5,O,261,209,18148,75671,½-½,NOR
5,O,261,209,24637,82210,½-½,NOR
5,O,261,209,26885,97868,½-½,NOR
5,O,261,209,26459,15676,1-0,NOR
5,O,244,229,86941,26209,0-1,NOR
5,O,244,229,28412,17513,½-½,NOR
5,O,244,229,15261,57762,0-1,NOR
5,O,244,229,27878,23344,0-1,NOR
5,O,230,230,11266,26659,0-1,NOR
5,O,230,230,25384,26661,0-1,NOR
5,O,230,230,29421,15459,1-0,NOR
5,O,230,230,3841,24264,0-1,NOR
5,P,607,618,27165,13069,0-1,NOR
5,P,607,618,27840,25644,1-0,NOR
5,P,607,618,18699,27136,0-1,NOR
5,P,607,618,27373,22335,0-1,NOR
5,P,627,622,15028,97128,0-1,NOR
5,P,627,622,14658,91448,0-1,NOR
5,P,627,622,19459,23398,1-0,NOR
5,P,627,622,17634,65099,0-1,NOR
5,P,623,619,10780,70327,1-0,NOR
5,P,623,619,48895,23126,1-0,NOR
5,P,623,619,28093,16510,1-0,NOR
5,P,623,619,29264,29333,1-0,NOR
5,P,714,811,14427,,,NOR
5,P,714,811,38890,27966,1-0,NOR
5,P,714,811,22770,27949,1-0,NOR
5,P,714,811,19478,26907,½-½,NOR
5,P,601,666,28512,70378,0-1,NOR
5,P,601,666,21597,81833,½-½,NOR
5,P,601,666,14915,63762,1-0,NOR
5,P,601,666,26791,83224,1-0,NOR
5,Q,438,278,21456,23177,1-0,NOR
5,Q,438,278,22875,17413,1-0,NOR
5,Q,438,278,24702,26843,0-1,NOR
5,Q,438,278,23908,23092,0-1,NOR
5,Q,313,436,2984,21017,1-0,NOR
5,Q,313,436,24807,17594,1-0,NOR
5,Q,313,436,23375,11899,½-½,NOR
5,Q,313,436,26825,23082,1-0,NOR
5,Q,422,548,26948,63134,0-1,NOR
5,Q,422,548,11465,85901,0-1,NOR
5,Q,422,548,15562,91472,1-0,NOR
5,Q,422,548,23668,20799,0-1,NOR
5,Q,475,303,24903,15670,1-0,NOR
5,Q,475,303,47341,27656,1-0,NOR
5,Q,475,303,16129,20029,1-0,NOR
5,Q,475,303,8931,27544,1-0,NOR
5,Q,541,430,15750,46639,½-½,NOR
5,Q,541,430,29449,44229,½-½,NOR
5,Q,541,430,13687,15007,0-1,NOR
5,Q,541,430,29451,22952,½-½,NOR
